Training score,Testing score,Network,Method,q
80.72811326206299,78.56004762488399,ProductLite,Node2vec+,10.0
79.97688529326784,78.61899509160203,ProductLite,Node2vec+,10.0
80.90147356255417,78.40859349009858,ProductLite,Node2vec+,10.0
82.08610228257729,78.20694646286019,ProductLite,Node2vec+,10.0
80.06356544351344,78.55742125260448,ProductLite,Node2vec+,10.0
81.16151401329095,78.35227239566007,ProductLite,Node2vec+,10.0
81.39266108061254,78.45703546769855,ProductLite,Node2vec+,10.0
79.34123085813349,78.19293914403609,ProductLite,Node2vec+,10.0
81.68159491476452,78.31637864117334,ProductLite,Node2vec+,10.0
80.7859000288934,78.38583159700944,ProductLite,Node2vec+,10.0
81.53712799768853,78.35110511909139,ProductLite,Node2vec+,10.0
80.46807281132621,78.51890112583824,ProductLite,Node2vec+,10.0
80.5547529615718,78.22591470710113,ProductLite,Node2vec+,10.0
82.20167581623808,78.33943235340466,ProductLite,Node2vec+,10.0
80.95926032938458,78.41121986237809,ProductLite,Node2vec+,10.0
80.583646344987,78.25130297246979,ProductLite,Node2vec+,10.0
80.93036694596937,78.28281943982397,ProductLite,Node2vec+,10.0
79.94799190985265,78.33155323656611,ProductLite,Node2vec+,10.0
81.39266108061254,78.44419542544313,ProductLite,Node2vec+,10.0
80.4969661947414,78.48096463735635,ProductLite,Node2vec+,10.0
81.42155446402774,78.25684753617098,ProductLite,Node2vec+,10.0
80.43917942791101,78.45907820169373,ProductLite,Node2vec+,10.0
80.64143311181739,78.17046907008913,ProductLite,Node2vec+,10.0
81.82606183184052,78.22503924967462,ProductLite,Node2vec+,10.0
81.04594047963016,78.4389426808841,ProductLite,Node2vec+,10.0
80.23692574400462,78.28894764180951,ProductLite,Node2vec+,10.0
80.95926032938458,78.36686335276849,ProductLite,Node2vec+,10.0
80.69921987864778,78.30032858835409,ProductLite,Node2vec+,10.0
81.9127419820861,78.260349365877,ProductLite,Node2vec+,10.0
81.42155446402774,78.37590974617571,ProductLite,Node2vec+,10.0
81.21930078012134,78.43660812774674,ProductLite,Node2vec+,10.0
80.29471251083503,78.24867660019027,ProductLite,Node2vec+,10.0
80.4969661947414,78.35256421480223,ProductLite,Node2vec+,10.0
81.39266108061254,78.0429441049615,ProductLite,Node2vec+,10.0
79.89020514302226,78.23671201536136,ProductLite,Node2vec+,10.0
80.46807281132621,78.18214183577587,ProductLite,Node2vec+,10.0
81.27708754695175,78.27669123783843,ProductLite,Node2vec+,10.0
79.74573822594625,78.19381460146259,ProductLite,Node2vec+,10.0
81.82606183184052,78.55187668890329,ProductLite,Node2vec+,10.0
81.27708754695175,78.33593052369864,ProductLite,Node2vec+,10.0
81.19040739670615,78.47104278652263,ProductLite,Node2vec+,10.0
80.23692574400462,78.4500318082865,ProductLite,Node2vec+,10.0
80.6125397284022,78.04527865809887,ProductLite,Node2vec+,10.0
81.59491476451892,78.11560707136145,ProductLite,Node2vec+,10.0
80.84368679572378,78.35985969335646,ProductLite,Node2vec+,10.0
80.6125397284022,78.26210028073002,ProductLite,Node2vec+,10.0
80.69921987864778,78.1780563677855,ProductLite,Node2vec+,10.0
83.58855822016758,81.09595597032782,ProductLite,Node2vec+,1.0
84.94654724068188,81.33553948604812,ProductLite,Node2vec+,1.0
84.6865067899451,81.28826478501684,ProductLite,Node2vec+,1.0
83.67523837041317,81.31773851837585,ProductLite,Node2vec+,1.0
83.70413175382836,81.3828141870794,ProductLite,Node2vec+,1.0
84.54203987286911,81.0656067795423,ProductLite,Node2vec+,1.0
85.26437445824907,81.07202680067002,ProductLite,Node2vec+,1.0
83.21294423577001,81.43592527095407,ProductLite,Node2vec+,1.0
83.76191852065877,81.3615113897011,ProductLite,Node2vec+,1.0
84.54203987286911,81.26200106222169,ProductLite,Node2vec+,1.0
82.89511701820284,81.01979117422187,ProductLite,Node2vec+,1.0
84.54203987286911,81.28330385959998,ProductLite,Node2vec+,1.0
83.96417220456516,81.24069826484337,ProductLite,Node2vec+,1.0
84.13753250505634,81.3098594015373,ProductLite,Node2vec+,1.0
83.96417220456516,81.2710474556289,ProductLite,Node2vec+,1.0
83.93527882114996,81.15840526675187,ProductLite,Node2vec+,1.0
84.6576134065299,80.98506469630382,ProductLite,Node2vec+,1.0
84.62872002311471,81.35567500685775,ProductLite,Node2vec+,1.0
84.07974573822594,81.18525262783137,ProductLite,Node2vec+,1.0
83.64634498699797,81.15928072417839,ProductLite,Node2vec+,1.0
83.03958393527881,81.0842832046411,ProductLite,Node2vec+,1.0
84.33978618896273,81.19809267008678,ProductLite,Node2vec+,1.0
84.33978618896273,81.0758204495182,ProductLite,Node2vec+,1.0
84.28199942213233,81.15752980932537,ProductLite,Node2vec+,1.0
83.53077145333718,81.26287651964819,ProductLite,Node2vec+,1.0
83.84859867090437,81.15110978819766,ProductLite,Node2vec+,1.0
84.97544062409709,80.98915016429417,ProductLite,Node2vec+,1.0
83.21294423577001,81.4070351758794,ProductLite,Node2vec+,1.0
83.64634498699797,81.16482528787958,ProductLite,Node2vec+,1.0
84.5709332562843,81.15694617104103,ProductLite,Node2vec+,1.0
83.55966483675238,81.0804895557929,ProductLite,Node2vec+,1.0
84.51314648945392,81.05714402441943,ProductLite,Node2vec+,1.0
83.64634498699797,81.10500236373505,ProductLite,Node2vec+,1.0
83.87749205431956,81.2118081697687,ProductLite,Node2vec+,1.0
82.92401040161803,81.1738716812868,ProductLite,Node2vec+,1.0
83.2707310026004,80.92203176159543,ProductLite,Node2vec+,1.0
85.46662814215544,80.90802444277135,ProductLite,Node2vec+,1.0
83.29962438601561,81.233110967147,ProductLite,Node2vec+,1.0
83.29962438601561,81.28242840217347,ProductLite,Node2vec+,1.0
84.05085235481074,81.03350667390377,ProductLite,Node2vec+,1.0
83.1551574689396,80.78137493507023,ProductLite,Node2vec+,1.0
84.8598670904363,81.14498158621213,ProductLite,Node2vec+,1.0
84.25310603871714,80.85870700774488,ProductLite,Node2vec+,1.0
83.93527882114996,81.27279837048191,ProductLite,Node2vec+,1.0
83.4151979196764,81.21968728660725,ProductLite,Node2vec+,1.0
83.64634498699797,81.02737847191824,ProductLite,Node2vec+,1.0
84.51314648945392,80.8937253048051,ProductLite,Node2vec+,1.0
82.98179716844842,81.30810848668429,ProductLite,Node2vec+,1.0
83.58855822016758,81.30810848668429,ProductLite,Node2vec+,1.0
84.36867957237793,81.09829052346518,ProductLite,Node2vec+,1.0
83.4151979196764,81.10529418287722,ProductLite,Node2vec+,1.0
84.8309737070211,81.39010966563363,ProductLite,Node2vec+,1.0
84.36867957237793,80.97426738804359,ProductLite,Node2vec+,1.0
84.31089280554754,81.21676909518557,ProductLite,Node2vec+,1.0
84.31089280554754,81.20276177636148,ProductLite,Node2vec+,1.0
83.61745160358278,80.88030162426534,ProductLite,Node2vec+,1.0
84.5709332562843,80.93020269757615,ProductLite,Node2vec+,1.0
83.79081190407398,81.1785407875615,ProductLite,Node2vec+,1.0
83.64634498699797,81.20217813807714,ProductLite,Node2vec+,1.0
84.05085235481074,81.05480947128207,ProductLite,Node2vec+,1.0
83.2707310026004,80.89635167708461,ProductLite,Node2vec+,1.0
84.6576134065299,81.24215736055422,ProductLite,Node2vec+,1.0
83.87749205431956,80.99761291941707,ProductLite,Node2vec+,1.0
83.93527882114996,81.15519525618802,ProductLite,Node2vec+,1.0
83.73302513724357,81.0305884824821,ProductLite,Node2vec+,1.0
84.07974573822594,80.94625275039542,ProductLite,Node2vec+,1.0
84.39757295579312,80.99236017485802,ProductLite,Node2vec+,1.0
83.61745160358278,81.2646274345012,ProductLite,Node2vec+,1.0
84.36867957237793,81.13856156508442,ProductLite,Node2vec+,1.0
84.48425310603872,81.01016114253031,ProductLite,Node2vec+,1.0
83.01069055186362,80.96113552664602,ProductLite,Node2vec+,1.0
84.62872002311471,81.1120060231471,ProductLite,Node2vec+,1.0
83.96417220456516,81.10792055515674,ProductLite,Node2vec+,1.0
84.07974573822594,81.28330385959998,ProductLite,Node2vec+,1.0
83.96417220456516,81.316279422665,ProductLite,Node2vec+,1.0
83.99306558798035,81.01278751480983,ProductLite,Node2vec+,1.0
85.29326784166426,80.90977535762435,ProductLite,Node2vec+,1.0
83.81970528748917,81.29468480614455,ProductLite,Node2vec+,1.0
84.02195897139555,81.27338200876625,ProductLite,Node2vec+,1.0
84.7731869401907,81.01016114253031,ProductLite,Node2vec+,1.0
83.47298468650679,81.10937965086758,ProductLite,Node2vec+,1.0
84.54203987286911,81.25966650908433,ProductLite,Node2vec+,1.0
84.42646633920832,81.20567996778317,ProductLite,Node2vec+,1.0
84.05085235481074,81.23340278628916,ProductLite,Node2vec+,1.0
83.90638543773476,81.13826974594225,ProductLite,Node2vec+,1.0
83.47298468650679,81.0361330461833,ProductLite,Node2vec+,1.0
84.8309737070211,80.72476202148955,ProductLite,Node2vec+,1.0
83.50187806992199,81.3264930926409,ProductLite,Node2vec+,1.0
83.47298468650679,81.23923916913253,ProductLite,Node2vec+,1.0
83.96417220456516,81.0842832046411,ProductLite,Node2vec+,1.0
83.73302513724357,81.04780581187003,ProductLite,Node2vec+,1.0
84.39757295579312,81.01833207851102,ProductLite,Node2vec+,1.0
83.90638543773476,81.07786318351339,ProductLite,Node2vec+,1.0
84.13753250505634,81.17912442584584,ProductLite,Node2vec+,1.0
83.79081190407398,81.27717565761444,ProductLite,Node2vec+,1.0
83.99306558798035,81.06239676897846,ProductLite,Node2vec+,1.0
84.91765385726669,80.85958246517139,ProductLite,Node2vec+,1.0
83.70413175382836,81.20509632949883,ProductLite,Node2vec+,1.0
83.53077145333718,81.28826478501684,ProductLite,Node2vec+,1.0
83.58855822016758,81.09128686405313,ProductLite,Node2vec+,1.0
80.95926032938458,78.83756762908621,ProductLite,Node2vec+,5.0
82.25946258306848,79.05176287943783,ProductLite,Node2vec+,5.0
81.9705287489165,79.05088742201133,ProductLite,Node2vec+,5.0
82.14388904940768,79.19125242939435,ProductLite,Node2vec+,5.0
80.583646344987,79.23794349214131,ProductLite,Node2vec+,5.0
81.73938168159492,78.9207360846042,ProductLite,Node2vec+,5.0
83.58855822016758,78.76723921582361,ProductLite,Node2vec+,5.0
81.42155446402774,79.04767741144748,ProductLite,Node2vec+,5.0
82.11499566599248,78.98318538102825,ProductLite,Node2vec+,5.0
81.76827506501012,79.05030378372699,ProductLite,Node2vec+,5.0
80.67032649523259,78.74476914187663,ProductLite,Node2vec+,5.0
82.34614273331408,78.97005351963068,ProductLite,Node2vec+,5.0
81.71048829817971,79.07306567681613,ProductLite,Node2vec+,5.0
81.9994221323317,79.07831842137517,ProductLite,Node2vec+,5.0
81.21930078012134,79.0392146563246,ProductLite,Node2vec+,5.0
81.65270153134932,78.96596805164032,ProductLite,Node2vec+,5.0
83.12626408552441,78.74185095045495,ProductLite,Node2vec+,5.0
81.13262062987576,79.0327946351969,ProductLite,Node2vec+,5.0
82.08610228257729,78.97647354075839,ProductLite,Node2vec+,5.0
81.68159491476452,78.89593145751988,ProductLite,Node2vec+,5.0
80.69921987864778,78.88863597896567,ProductLite,Node2vec+,5.0
82.40392950014447,79.10020485703781,ProductLite,Node2vec+,5.0
82.31724934989887,78.80634298087418,ProductLite,Node2vec+,5.0
82.54839641722046,79.12004855870526,ProductLite,Node2vec+,5.0
81.65270153134932,78.98522811502343,ProductLite,Node2vec+,5.0
81.59491476451892,79.01207547610292,ProductLite,Node2vec+,5.0
82.60618318405085,78.86674954330304,ProductLite,Node2vec+,5.0
80.84368679572378,79.18745878054617,ProductLite,Node2vec+,5.0
81.30598093036696,79.12967859039681,ProductLite,Node2vec+,5.0
82.66396995088124,79.0021536252692,ProductLite,Node2vec+,5.0
80.95926032938458,78.87112683043557,ProductLite,Node2vec+,5.0
82.95290378503323,79.1031230484595,ProductLite,Node2vec+,5.0
82.08610228257729,79.16703144059439,ProductLite,Node2vec+,5.0
81.68159491476452,79.22276889674855,ProductLite,Node2vec+,5.0
81.73938168159492,79.18658332311966,ProductLite,Node2vec+,5.0
81.16151401329095,78.887468702397,ProductLite,Node2vec+,5.0
82.69286333429645,78.85128312876812,ProductLite,Node2vec+,5.0
80.90147356255417,78.93591067999697,ProductLite,Node2vec+,5.0
81.65270153134932,78.9799753704644,ProductLite,Node2vec+,5.0
81.9416353655013,79.05789108142338,ProductLite,Node2vec+,5.0
80.46807281132621,78.71150175966942,ProductLite,Node2vec+,5.0
82.77954348454205,79.03717192232942,ProductLite,Node2vec+,5.0
82.05720889916209,78.92919883972709,ProductLite,Node2vec+,5.0
81.36376769719735,78.96480077507164,ProductLite,Node2vec+,5.0
81.45044784744293,79.105749420739,ProductLite,Node2vec+,5.0
81.19040739670615,78.8550767776163,ProductLite,Node2vec+,5.0
82.60618318405085,78.72901090819954,ProductLite,Node2vec+,5.0
81.76827506501012,79.09991303789563,ProductLite,Node2vec+,5.0
81.79716844842531,78.97326353019453,ProductLite,Node2vec+,5.0
81.62380814793411,78.90643694663795,ProductLite,Node2vec+,5.0
81.16151401329095,78.86383135188136,ProductLite,Node2vec+,5.0
82.37503611672928,79.2140143224835,ProductLite,Node2vec+,5.0
82.49060965039006,79.10020485703781,ProductLite,Node2vec+,5.0
81.76827506501012,79.14076771779922,ProductLite,Node2vec+,5.0
81.53712799768853,79.21372250334133,ProductLite,Node2vec+,5.0
81.71048829817971,78.86208043702835,ProductLite,Node2vec+,5.0
83.03958393527881,78.73805730160676,ProductLite,Node2vec+,5.0
81.53712799768853,79.02725007149569,ProductLite,Node2vec+,5.0
82.51950303380526,79.31060645854126,ProductLite,Node2vec+,5.0
81.45044784744293,79.15068956863294,ProductLite,Node2vec+,5.0
80.32360589425022,78.80079841717297,ProductLite,Node2vec+,5.0
82.98179716844842,79.08940754877757,ProductLite,Node2vec+,5.0
82.60618318405085,79.0438837625993,ProductLite,Node2vec+,5.0
82.23056919965327,79.1279276755438,ProductLite,Node2vec+,5.0
81.68159491476452,79.04680195402098,ProductLite,Node2vec+,5.0
81.9705287489165,78.88309141526447,ProductLite,Node2vec+,5.0
82.98179716844842,78.81451391685489,ProductLite,Node2vec+,5.0
81.27708754695175,78.95575438166442,ProductLite,Node2vec+,5.0
81.82606183184052,78.94787526482587,ProductLite,Node2vec+,5.0
81.71048829817971,79.04534285831014,ProductLite,Node2vec+,5.0
80.69921987864778,78.92686428658975,ProductLite,Node2vec+,5.0
82.72175671771164,79.0281255289222,ProductLite,Node2vec+,5.0
81.9416353655013,78.96859442391984,ProductLite,Node2vec+,5.0
81.39266108061254,79.12092401613177,ProductLite,Node2vec+,5.0
81.19040739670615,79.10108031446431,ProductLite,Node2vec+,5.0
81.50823461427333,78.97413898762103,ProductLite,Node2vec+,5.0
83.3285177694308,78.77044922638746,ProductLite,Node2vec+,5.0
81.19040739670615,78.9782244556114,ProductLite,Node2vec+,5.0
81.82606183184052,79.12821949468596,ProductLite,Node2vec+,5.0
81.76827506501012,78.89651509580422,ProductLite,Node2vec+,5.0
80.583646344987,78.65751521836827,ProductLite,Node2vec+,5.0
82.31724934989887,79.15068956863294,ProductLite,Node2vec+,5.0
82.31724934989887,78.92102790374638,ProductLite,Node2vec+,5.0
81.79716844842531,79.1696578128739,ProductLite,Node2vec+,5.0
80.93036694596937,78.99923543384752,ProductLite,Node2vec+,5.0
81.73938168159492,78.94845890311021,ProductLite,Node2vec+,5.0
82.75065010112684,78.76227829040674,ProductLite,Node2vec+,5.0
81.21930078012134,78.98814630644512,ProductLite,Node2vec+,5.0
81.9705287489165,79.16382143003052,ProductLite,Node2vec+,5.0
82.23056919965327,79.09203392105708,ProductLite,Node2vec+,5.0
81.19040739670615,78.74914642900916,ProductLite,Node2vec+,5.0
81.9994221323317,78.92978247801142,ProductLite,Node2vec+,5.0
82.40392950014447,78.93532704171264,ProductLite,Node2vec+,5.0
81.59491476451892,78.99514996585715,ProductLite,Node2vec+,5.0
81.73938168159492,79.00273726355354,ProductLite,Node2vec+,5.0
81.30598093036696,78.85274222447896,ProductLite,Node2vec+,5.0
82.80843686795724,78.75381553528385,ProductLite,Node2vec+,5.0
80.98815371279977,78.94320615855118,ProductLite,Node2vec+,5.0
81.88384859867091,79.11304489929321,ProductLite,Node2vec+,5.0
82.17278243282288,78.97151261534152,ProductLite,Node2vec+,5.0
87.5180583646345,87.21219337103636,ProductLite,Node2vec,0.01
89.28055475296158,87.17980144625567,ProductLite,Node2vec,0.01
88.41375325050564,86.97465258931125,ProductLite,Node2vec,0.01
88.41375325050564,86.92912880313297,ProductLite,Node2vec,0.01
88.7315804680728,86.90257326119564,ProductLite,Node2vec,0.01
88.64490031782721,87.07562201250153,ProductLite,Node2vec,0.01
89.33834151979197,86.86755496413542,ProductLite,Node2vec,0.01
88.9338341519792,87.12814945809185,ProductLite,Node2vec,0.01
88.32707310026005,87.24166710439538,ProductLite,Node2vec,0.01
88.8182606183184,86.99507992926304,ProductLite,Node2vec,0.01
88.12481941635365,87.26588809319537,ProductLite,Node2vec,0.01
88.9338341519792,87.36598205895913,ProductLite,Node2vec,0.01
88.84715400173361,87.2072324456195,ProductLite,Node2vec,0.01
88.76047385148802,87.1573313723087,ProductLite,Node2vec,0.01
88.55822016758162,87.10743029899788,ProductLite,Node2vec,0.01
88.15371279976885,87.25888443378332,ProductLite,Node2vec,0.01
89.42502167003757,86.9944962909787,ProductLite,Node2vec,0.01
88.84715400173361,87.22036430701708,ProductLite,Node2vec,0.01
88.35596648367525,87.31491370907966,ProductLite,Node2vec,0.01
88.84715400173361,87.29040090113752,ProductLite,Node2vec,0.01
87.92256573244727,87.27230811432307,ProductLite,Node2vec,0.01
88.61600693441201,87.18943147794724,ProductLite,Node2vec,0.01
88.41375325050564,87.0473155557112,ProductLite,Node2vec,0.01
88.52932678416643,87.0306818646076,ProductLite,Node2vec,0.01
88.8182606183184,87.0878784164726,ProductLite,Node2vec,0.01
88.9627275353944,87.11122394784609,ProductLite,Node2vec,0.01
89.0205143022248,86.84537670933062,ProductLite,Node2vec,0.01
88.52932678416643,87.16054138287255,ProductLite,Node2vec,0.01
88.84715400173361,87.19176603108457,ProductLite,Node2vec,0.01
89.0205143022248,87.06745107652083,ProductLite,Node2vec,0.01
87.83588558220168,87.15587227659786,ProductLite,Node2vec,0.01
88.9627275353944,87.1202703412533,ProductLite,Node2vec,0.01
88.76047385148802,87.08233385277141,ProductLite,Node2vec,0.01
88.55822016758162,87.14770134061713,ProductLite,Node2vec,0.01
88.76047385148802,87.0371018857353,ProductLite,Node2vec,0.01
88.00924588269287,87.18563782909904,ProductLite,Node2vec,0.01
88.78936723490321,86.87660135754265,ProductLite,Node2vec,0.01
88.38485986709044,87.26938992290138,ProductLite,Node2vec,0.01
88.67379370124242,87.23699799812069,ProductLite,Node2vec,0.01
88.904940768564,87.14653406404847,ProductLite,Node2vec,0.01
88.38485986709044,87.27872813545078,ProductLite,Node2vec,0.01
89.45391505345276,87.4421468550651,ProductLite,Node2vec,0.01
88.52932678416643,87.15703955316653,ProductLite,Node2vec,0.01
88.9627275353944,87.22561705157611,ProductLite,Node2vec,0.01
88.52932678416643,87.27493448660259,ProductLite,Node2vec,0.01
88.09592603293845,87.4144240365591,ProductLite,Node2vec,0.01
89.71395550418954,87.03360005602927,ProductLite,Node2vec,0.01
88.84715400173361,87.34176107015917,ProductLite,Node2vec,0.01
88.50043340075123,87.37035934609166,ProductLite,Node2vec,0.01
88.78936723490321,87.24808712552309,ProductLite,Node2vec,0.01
87.80699219878649,87.16054138287255,ProductLite,Node2vec,0.01
89.13608783588558,87.11530941583644,ProductLite,Node2vec,0.01
87.80699219878649,86.9816562487233,ProductLite,Node2vec,0.01
88.38485986709044,87.0852520441931,ProductLite,Node2vec,0.01
88.35596648367525,86.95714344078114,ProductLite,Node2vec,0.01
88.32707310026005,87.04906647056421,ProductLite,Node2vec,0.01
89.42502167003757,86.81327660369209,ProductLite,Node2vec,0.01
88.29817971684484,87.28923362456884,ProductLite,Node2vec,0.01
88.9627275353944,87.14507496833762,ProductLite,Node2vec,0.01
88.7315804680728,87.13252674522438,ProductLite,Node2vec,0.01
87.74920543195609,87.29711274140739,ProductLite,Node2vec,0.01
88.70268708465761,87.15207862774966,ProductLite,Node2vec,0.01
88.44264663392083,87.10042663958585,ProductLite,Node2vec,0.01
88.18260618318405,87.17104687199063,ProductLite,Node2vec,0.01
88.21149956659924,87.13836312806775,ProductLite,Node2vec,0.01
88.44264663392083,87.06861835308949,ProductLite,Node2vec,0.01
88.9338341519792,86.92737788827995,ProductLite,Node2vec,0.01
88.70268708465761,87.20110424363396,ProductLite,Node2vec,0.01
89.13608783588558,87.25946807206766,ProductLite,Node2vec,0.01
89.07830106905519,87.14945225547015,ProductLite,Node2vec,0.01
87.5180583646345,87.07562201250153,ProductLite,Node2vec,0.01
88.8182606183184,87.14215677691594,ProductLite,Node2vec,0.01
87.57584513146489,87.06424106595696,ProductLite,Node2vec,0.01
88.47154001733603,87.00646087580762,ProductLite,Node2vec,0.01
88.32707310026005,87.04673191742685,ProductLite,Node2vec,0.01
88.12481941635365,87.04089553458348,ProductLite,Node2vec,0.01
89.36723490320716,86.8077320399909,ProductLite,Node2vec,0.01
88.52932678416643,87.19293330765325,ProductLite,Node2vec,0.01
88.21149956659924,87.2609271677785,ProductLite,Node2vec,0.01
88.904940768564,87.22707614728695,ProductLite,Node2vec,0.01
88.18260618318405,87.17717507397616,ProductLite,Node2vec,0.01
88.904940768564,87.25246441265561,ProductLite,Node2vec,0.01
88.70268708465761,86.89440232521493,ProductLite,Node2vec,0.01
89.04940768563999,86.95860253649198,ProductLite,Node2vec,0.01
88.44264663392083,87.09108842703645,ProductLite,Node2vec,0.01
88.52932678416643,87.05169284284372,ProductLite,Node2vec,0.01
88.904940768564,86.73565271187529,ProductLite,Node2vec,0.01
88.70268708465761,87.09488207588466,ProductLite,Node2vec,0.01
88.58711355099682,87.13019219208704,ProductLite,Node2vec,0.01
88.64490031782721,87.20518971162431,ProductLite,Node2vec,0.01
87.74920543195609,87.24808712552309,ProductLite,Node2vec,0.01
89.10719445247038,87.21073427532552,ProductLite,Node2vec,0.01
88.9338341519792,87.14098950034726,ProductLite,Node2vec,0.01
88.41375325050564,87.11297486269909,ProductLite,Node2vec,0.01
88.78936723490321,87.13135946865572,ProductLite,Node2vec,0.01
88.58711355099682,87.20781608390385,ProductLite,Node2vec,0.01
89.77174227101995,87.03856098144614,ProductLite,Node2vec,0.01
88.61600693441201,87.3368001447423,ProductLite,Node2vec,0.01
88.8182606183184,87.34759745300252,ProductLite,Node2vec,0.01
89.33834151979197,87.19351694593759,ProductLite,Node2vec,0.01
87.86477896561688,86.5579348542947,ProductLite,Node2vec,0.05
88.55822016758162,86.4368299102948,ProductLite,Node2vec,0.05
87.63363189829529,86.42428168718155,ProductLite,Node2vec,0.05
87.95145911586246,86.26232206327806,ProductLite,Node2vec,0.05
87.95145911586246,86.34373960394306,ProductLite,Node2vec,0.05
88.03813926610806,86.45696543110442,ProductLite,Node2vec,0.05
88.29817971684484,86.15551625724441,ProductLite,Node2vec,0.05
88.38485986709044,86.54305207804411,ProductLite,Node2vec,0.05
88.24039295001444,86.58886768336455,ProductLite,Node2vec,0.05
88.12481941635365,86.54421935461278,ProductLite,Node2vec,0.05
87.5180583646345,86.50540740870439,ProductLite,Node2vec,0.05
88.32707310026005,86.48235369647307,ProductLite,Node2vec,0.05
87.74920543195609,86.32506317884427,ProductLite,Node2vec,0.05
87.5469517480497,86.40939891093096,ProductLite,Node2vec,0.05
88.26928633342965,86.51211924897424,ProductLite,Node2vec,0.05
87.98035249927767,86.48031096247789,ProductLite,Node2vec,0.05
89.22276798613117,86.2416029041841,ProductLite,Node2vec,0.05
87.72031204854088,86.65190061807294,ProductLite,Node2vec,0.05
87.80699219878649,86.64197876723921,ProductLite,Node2vec,0.05
88.32707310026005,86.45550633539358,ProductLite,Node2vec,0.05
87.72031204854088,86.51503744039594,ProductLite,Node2vec,0.05
88.44264663392083,86.52729384436701,ProductLite,Node2vec,0.05
87.72031204854088,86.47885186676704,ProductLite,Node2vec,0.05
87.98035249927767,86.36329148646834,ProductLite,Node2vec,0.05
87.77809881537128,86.37904972014545,ProductLite,Node2vec,0.05
88.00924588269287,86.44383356970684,ProductLite,Node2vec,0.05
88.76047385148802,86.29033670092623,ProductLite,Node2vec,0.05
88.06703264952326,86.48352097304175,ProductLite,Node2vec,0.05
87.95145911586246,86.64402150123439,ProductLite,Node2vec,0.05
88.47154001733603,86.56289577971157,ProductLite,Node2vec,0.05
87.22912453048252,86.59528770449226,ProductLite,Node2vec,0.05
88.70268708465761,86.59733043848745,ProductLite,Node2vec,0.05
88.29817971684484,86.43449535715745,ProductLite,Node2vec,0.05
88.06703264952326,86.4312853465936,ProductLite,Node2vec,0.05
87.95145911586246,86.3294404659768,ProductLite,Node2vec,0.05
88.24039295001444,86.62125960814525,ProductLite,Node2vec,0.05
88.87604738514881,86.37496425215508,ProductLite,Node2vec,0.05
88.06703264952326,86.55560030115736,ProductLite,Node2vec,0.05
88.06703264952326,86.67349523459342,ProductLite,Node2vec,0.05
88.55822016758162,86.57690309853565,ProductLite,Node2vec,0.05
87.86477896561688,86.38430246470448,ProductLite,Node2vec,0.05
87.83588558220168,86.46426090965863,ProductLite,Node2vec,0.05
87.4024848309737,86.29879945604912,ProductLite,Node2vec,0.05
87.74920543195609,86.3822597307093,ProductLite,Node2vec,0.05
88.21149956659924,86.20862734111907,ProductLite,Node2vec,0.05
88.35596648367525,86.30784584945634,ProductLite,Node2vec,0.05
88.38485986709044,86.08226965256013,ProductLite,Node2vec,0.05
87.57584513146489,86.5783621942465,ProductLite,Node2vec,0.05
87.80699219878649,86.46776273936464,ProductLite,Node2vec,0.05
88.41375325050564,86.30405220060815,ProductLite,Node2vec,0.05
87.86477896561688,86.75578823268492,ProductLite,Node2vec,0.05
88.84715400173361,86.64723151179825,ProductLite,Node2vec,0.05
87.86477896561688,86.57719491767783,ProductLite,Node2vec,0.05
88.24039295001444,86.45929998424177,ProductLite,Node2vec,0.05
88.18260618318405,86.47505821791887,ProductLite,Node2vec,0.05
87.92256573244727,86.55501666287302,ProductLite,Node2vec,0.05
88.76047385148802,86.3720460607334,ProductLite,Node2vec,0.05
88.26928633342965,86.58215584309468,ProductLite,Node2vec,0.05
88.32707310026005,86.68604345770665,ProductLite,Node2vec,0.05
88.84715400173361,86.6486906075091,ProductLite,Node2vec,0.05
87.4313782143889,86.49606919615499,ProductLite,Node2vec,0.05
88.18260618318405,86.64402150123439,ProductLite,Node2vec,0.05
87.77809881537128,86.46922183507549,ProductLite,Node2vec,0.05
88.24039295001444,86.40881527264662,ProductLite,Node2vec,0.05
88.12481941635365,86.42223895318637,ProductLite,Node2vec,0.05
87.69141866512568,86.56785670512843,ProductLite,Node2vec,0.05
88.87604738514881,86.30259310489731,ProductLite,Node2vec,0.05
88.55822016758162,86.48702280274777,ProductLite,Node2vec,0.05
88.52932678416643,86.70355260623676,ProductLite,Node2vec,0.05
88.44264663392083,86.58653313022721,ProductLite,Node2vec,0.05
87.46027159780411,86.55939395000554,ProductLite,Node2vec,0.05
88.38485986709044,86.53050385493086,ProductLite,Node2vec,0.05
88.00924588269287,86.43449535715745,ProductLite,Node2vec,0.05
87.98035249927767,86.32914864683464,ProductLite,Node2vec,0.05
87.5469517480497,86.21767373452629,ProductLite,Node2vec,0.05
87.5469517480497,86.34490688051173,ProductLite,Node2vec,0.05
88.55822016758162,86.18265543746607,ProductLite,Node2vec,0.05
87.89367234903207,86.5144538021116,ProductLite,Node2vec,0.05
88.35596648367525,86.49636101529717,ProductLite,Node2vec,0.05
88.26928633342965,86.43799718686347,ProductLite,Node2vec,0.05
87.4024848309737,86.49927920671885,ProductLite,Node2vec,0.05
88.21149956659924,86.55180665230915,ProductLite,Node2vec,0.05
