Training score,Testing score,Network,Method,q
87.4891649812193,85.65825643898938,ProductLite,Node2vec+,0.05
87.02687084657613,85.47353492199674,ProductLite,Node2vec+,0.05
88.55822016758162,85.53014783557742,ProductLite,Node2vec+,0.05
87.14244438023692,85.84297795598201,ProductLite,Node2vec+,0.05
87.31580468072812,85.93402552833855,ProductLite,Node2vec+,0.05
87.72031204854088,85.78023684041578,ProductLite,Node2vec+,0.05
86.18896272753538,84.51374176340471,ProductLite,Node2vec+,0.1
86.99797746316094,84.51490903997339,ProductLite,Node2vec+,0.1
86.65125686217856,84.4510006478385,ProductLite,Node2vec+,0.1
86.62236347876336,84.63980763282149,ProductLite,Node2vec+,0.1
86.62236347876336,84.45596157325535,ProductLite,Node2vec+,0.1
86.68015024559375,84.3465293949422,ProductLite,Node2vec+,0.1
87.4024848309737,84.09731584753033,ProductLite,Node2vec+,0.1
87.37359144755851,84.57093831526973,ProductLite,Node2vec+,0.1
86.70904362900896,84.60654025061429,ProductLite,Node2vec+,0.1
87.28691129731291,84.45362702011802,ProductLite,Node2vec+,0.1
85.78445535972263,84.45858794553487,ProductLite,Node2vec+,0.1
87.31580468072812,84.49039623203124,ProductLite,Node2vec+,0.1
86.76683039583935,84.32405932099522,ProductLite,Node2vec+,0.1
86.82461716266975,84.68970870613228,ProductLite,Node2vec+,0.1
86.99797746316094,84.4953571574481,ProductLite,Node2vec+,0.1
86.33342964461139,84.35003122464822,ProductLite,Node2vec+,0.1
87.72031204854088,84.22454899351578,ProductLite,Node2vec+,0.1
87.34469806414332,84.54817642218059,ProductLite,Node2vec+,0.1
85.986709043629,84.64535219652268,ProductLite,Node2vec+,0.1
87.4024848309737,84.51053175284086,ProductLite,Node2vec+,0.1
86.1022825772898,84.68970870613228,ProductLite,Node2vec+,0.1
86.96908407974574,84.60128750605524,ProductLite,Node2vec+,0.1
86.73793701242415,84.49477351916377,ProductLite,Node2vec+,0.1
87.17133776365212,84.56772830470588,ProductLite,Node2vec+,0.1
86.82461716266975,84.69583690811783,ProductLite,Node2vec+,0.1
86.70904362900896,84.37250129859518,ProductLite,Node2vec+,0.1
87.74920543195609,84.39205318112046,ProductLite,Node2vec+,0.1
86.47789656168737,84.78163173591535,ProductLite,Node2vec+,0.1
87.05576422999133,84.59749385720706,ProductLite,Node2vec+,0.1
86.65125686217856,84.67482592988169,ProductLite,Node2vec+,0.1
86.275642877781,84.76149621510572,ProductLite,Node2vec+,0.1
87.34469806414332,84.50031808286496,ProductLite,Node2vec+,0.1
86.94019069633055,84.62521667571306,ProductLite,Node2vec+,0.1
87.14244438023692,84.67803594044555,ProductLite,Node2vec+,0.1
86.18896272753538,84.55518008159262,ProductLite,Node2vec+,0.1
86.0156024270442,84.3853413408506,ProductLite,Node2vec+,0.1
86.94019069633055,84.30771744903379,ProductLite,Node2vec+,0.1
86.50678994510257,84.6932105358383,ProductLite,Node2vec+,0.1
86.0156024270442,84.83211644751049,ProductLite,Node2vec+,0.1
87.02687084657613,84.55488826245046,ProductLite,Node2vec+,0.1
86.04449581045941,84.56043282615167,ProductLite,Node2vec+,0.1
87.28691129731291,84.48222529605052,ProductLite,Node2vec+,0.1
86.79572377925456,84.3261020549904,ProductLite,Node2vec+,0.1
87.34469806414332,84.48631076404087,ProductLite,Node2vec+,0.1
86.68015024559375,84.51520085911555,ProductLite,Node2vec+,0.1
86.68015024559375,84.34769667151086,ProductLite,Node2vec+,0.1
87.98035249927767,84.18573704760738,ProductLite,Node2vec+,0.1
86.82461716266975,84.73318975831539,ProductLite,Node2vec+,0.1
86.24674949436579,84.64651947309136,ProductLite,Node2vec+,0.1
86.70904362900896,84.38680043656144,ProductLite,Node2vec+,0.1
85.90002889338342,84.58582109152032,ProductLite,Node2vec+,0.1
87.63363189829529,84.56335101757335,ProductLite,Node2vec+,0.1
87.37359144755851,84.56247556014685,ProductLite,Node2vec+,0.1
87.11355099682173,84.78659266133222,ProductLite,Node2vec+,0.1
86.24674949436579,84.59778567634922,ProductLite,Node2vec+,0.1
87.20023114706731,84.39584682996866,ProductLite,Node2vec+,0.1
87.80699219878649,84.36549763918315,ProductLite,Node2vec+,0.1
86.91129731291535,84.81081365013219,ProductLite,Node2vec+,0.1
86.36232302802658,84.77988082106233,ProductLite,Node2vec+,0.1
87.08465761340653,84.45800430725053,ProductLite,Node2vec+,0.1
86.42010979485698,84.64739493051786,ProductLite,Node2vec+,0.1
86.56457671193297,84.61850483544319,ProductLite,Node2vec+,0.1
86.68015024559375,84.35265759692773,ProductLite,Node2vec+,0.1
86.36232302802658,84.65148039850821,ProductLite,Node2vec+,0.1
85.55330829240104,84.41043778707709,ProductLite,Node2vec+,0.1
86.59347009534817,84.29137557707236,ProductLite,Node2vec+,0.1
87.66252528171049,84.34244392695184,ProductLite,Node2vec+,0.1
86.85351054608495,84.76295531081657,ProductLite,Node2vec+,0.1
86.65125686217856,84.72968792860937,ProductLite,Node2vec+,0.1
87.17133776365212,84.62638395228174,ProductLite,Node2vec+,0.1
86.33342964461139,84.63543034568896,ProductLite,Node2vec+,0.1
87.63363189829529,84.64068309024799,ProductLite,Node2vec+,0.1
86.96908407974574,84.44954155212766,ProductLite,Node2vec+,0.1
86.42010979485698,84.56305919843118,ProductLite,Node2vec+,0.1
86.79572377925456,84.52016178453242,ProductLite,Node2vec+,0.1
86.44900317827218,84.3695831071735,ProductLite,Node2vec+,0.1
87.28691129731291,84.40460140423372,ProductLite,Node2vec+,0.1
85.87113550996823,84.70896876951541,ProductLite,Node2vec+,0.1
86.16006934412019,84.60303842090826,ProductLite,Node2vec+,0.1
86.36232302802658,84.6479785688022,ProductLite,Node2vec+,0.1
86.04449581045941,84.52074542281676,ProductLite,Node2vec+,0.1
87.05576422999133,84.74894799199248,ProductLite,Node2vec+,0.1
87.08465761340653,84.4083950530819,ProductLite,Node2vec+,0.1
86.88240392950014,84.5980774954914,ProductLite,Node2vec+,0.1
86.70904362900896,84.63367943083594,ProductLite,Node2vec+,0.1
86.04449581045941,84.36141217119278,ProductLite,Node2vec+,0.1
88.00924588269287,84.4092705105084,ProductLite,Node2vec+,0.1
85.95781566021381,84.61792119715885,ProductLite,Node2vec+,0.1
86.0733891938746,84.73114702432021,ProductLite,Node2vec+,0.1
87.17133776365212,84.61471118659499,ProductLite,Node2vec+,0.1
86.65125686217856,84.62083938858054,ProductLite,Node2vec+,0.1
87.34469806414332,84.63572216483112,ProductLite,Node2vec+,0.1
87.34469806414332,84.66636317475881,ProductLite,Node2vec+,0.1
87.37359144755851,84.56831194299022,ProductLite,Node2vec+,0.1
86.76683039583935,84.52045360367458,ProductLite,Node2vec+,0.1
86.99797746316094,84.4740543600698,ProductLite,Node2vec+,0.1
87.46027159780411,84.44779063727465,ProductLite,Node2vec+,0.1
86.47789656168737,84.68153777015158,ProductLite,Node2vec+,0.1
86.59347009534817,84.70809331208889,ProductLite,Node2vec+,0.1
86.85351054608495,84.54117276276854,ProductLite,Node2vec+,0.1
83.76191852065877,81.92559779151273,ProductLite,Node2vec+,0.5
84.94654724068188,81.96324246085246,ProductLite,Node2vec+,0.5
84.22421265530193,81.7843573267032,ProductLite,Node2vec+,0.5
84.88876047385149,82.08230467085718,ProductLite,Node2vec+,0.5
84.13753250505634,82.0026380450452,ProductLite,Node2vec+,0.5
83.96417220456516,81.70264796689604,ProductLite,Node2vec+,0.5
85.14880092458826,81.60430491598527,ProductLite,Node2vec+,0.5
84.25310603871714,82.03065268269337,ProductLite,Node2vec+,0.5
84.16642588847154,82.03765634210541,ProductLite,Node2vec+,0.5
84.5998266396995,81.75780178476587,ProductLite,Node2vec+,0.5
83.81970528748917,81.80536830493934,ProductLite,Node2vec+,0.5
85.11990754117306,82.02102265100181,ProductLite,Node2vec+,0.5
85.17769430800347,81.90546227070311,ProductLite,Node2vec+,0.5
84.42646633920832,82.00322168332954,ProductLite,Node2vec+,0.5
84.6865067899451,81.8666503247947,ProductLite,Node2vec+,0.5
85.14880092458826,81.79340372011042,ProductLite,Node2vec+,0.5
85.46662814215544,81.63056863878043,ProductLite,Node2vec+,0.5
83.70413175382836,82.02277356585482,ProductLite,Node2vec+,0.5
85.20658769141866,82.08026193686202,ProductLite,Node2vec+,0.5
85.29326784166426,81.89699951558023,ProductLite,Node2vec+,0.5
83.93527882114996,81.82404473003811,ProductLite,Node2vec+,0.5
85.55330829240104,81.93347690835128,ProductLite,Node2vec+,0.5
84.33978618896273,81.86519122908386,ProductLite,Node2vec+,0.5
85.14880092458826,81.98687981136811,ProductLite,Node2vec+,0.5
84.31089280554754,81.97579068396571,ProductLite,Node2vec+,0.5
84.51314648945392,81.72774441312252,ProductLite,Node2vec+,0.5
86.39121641144179,81.75867724219238,ProductLite,Node2vec+,0.5
84.48425310603872,82.19523867887638,ProductLite,Node2vec+,0.5
84.7442935567755,82.07559283058731,ProductLite,Node2vec+,0.5
84.7154001733603,81.85526937825014,ProductLite,Node2vec+,0.5
84.07974573822594,81.85322664425496,ProductLite,Node2vec+,0.5
85.52441490898585,82.04320090580661,ProductLite,Node2vec+,0.5
84.6865067899451,81.83688477229353,ProductLite,Node2vec+,0.5
84.25310603871714,81.86635850565254,ProductLite,Node2vec+,0.5
83.90638543773476,82.0256917572765,ProductLite,Node2vec+,0.5
83.96417220456516,81.8278383788863,ProductLite,Node2vec+,0.5
85.81334874313782,81.74933902964298,ProductLite,Node2vec+,0.5
84.36867957237793,82.09281015997524,ProductLite,Node2vec+,0.5
85.14880092458826,82.10886021279453,ProductLite,Node2vec+,0.5
84.94654724068188,81.65799963814426,ProductLite,Node2vec+,0.5
83.61745160358278,81.93639509977297,ProductLite,Node2vec+,0.5
85.20658769141866,82.0589591394837,ProductLite,Node2vec+,0.5
85.14880092458826,81.73970899795144,ProductLite,Node2vec+,0.5
84.5998266396995,81.88591038817782,ProductLite,Node2vec+,0.5
84.25310603871714,82.04553545894396,ProductLite,Node2vec+,0.5
84.6865067899451,82.04232544838011,ProductLite,Node2vec+,0.5
85.66888182606182,81.70352342432254,ProductLite,Node2vec+,0.5
84.6865067899451,82.14854761612943,ProductLite,Node2vec+,0.5
84.51314648945392,82.13278938245233,ProductLite,Node2vec+,0.5
84.7442935567755,82.01139261931026,ProductLite,Node2vec+,0.5
84.07974573822594,81.8287138363128,ProductLite,Node2vec+,0.5
85.46662814215544,81.9536124291609,ProductLite,Node2vec+,0.5
84.51314648945392,81.8418456977104,ProductLite,Node2vec+,0.5
84.6865067899451,81.9638260991368,ProductLite,Node2vec+,0.5
84.22421265530193,81.87190306935373,ProductLite,Node2vec+,0.5
84.5998266396995,81.89845861129108,ProductLite,Node2vec+,0.5
85.66888182606182,81.73737444481408,ProductLite,Node2vec+,0.5
83.76191852065877,82.16051220095834,ProductLite,Node2vec+,0.5
85.11990754117306,82.09368561740176,ProductLite,Node2vec+,0.5
84.97544062409709,81.81295560263571,ProductLite,Node2vec+,0.5
83.50187806992199,81.8666503247947,ProductLite,Node2vec+,0.5
85.23548107483386,81.94106420604767,ProductLite,Node2vec+,0.5
84.8598670904363,81.9518615143079,ProductLite,Node2vec+,0.5
84.94654724068188,82.07646828801381,ProductLite,Node2vec+,0.5
84.05085235481074,81.87277852678024,ProductLite,Node2vec+,0.5
84.31089280554754,81.8657748673682,ProductLite,Node2vec+,0.5
85.06212077434267,81.60284582027442,ProductLite,Node2vec+,0.5
84.28199942213233,82.15876128610532,ProductLite,Node2vec+,0.5
84.62872002311471,82.11207022335837,ProductLite,Node2vec+,0.5
85.00433400751228,81.9471924080332,ProductLite,Node2vec+,0.5
83.81970528748917,81.75721814648153,ProductLite,Node2vec+,0.5
85.14880092458826,81.90225226013925,ProductLite,Node2vec+,0.5
84.7731869401907,81.94602513146452,ProductLite,Node2vec+,0.5
85.20658769141866,82.25214341159923,ProductLite,Node2vec+,0.5
84.10863912164115,81.88445129246698,ProductLite,Node2vec+,0.5
84.13753250505634,81.87044397364289,ProductLite,Node2vec+,0.5
85.55330829240104,81.7058579774599,ProductLite,Node2vec+,0.5
83.99306558798035,82.12549390389812,ProductLite,Node2vec+,0.5
84.62872002311471,81.96178336514161,ProductLite,Node2vec+,0.5
84.91765385726669,81.91538412153683,ProductLite,Node2vec+,0.5
83.67523837041317,81.76684817817309,ProductLite,Node2vec+,0.5
84.6576134065299,81.95682243972475,ProductLite,Node2vec+,0.5
84.48425310603872,81.89729133472238,ProductLite,Node2vec+,0.5
84.54203987286911,82.01985537443313,ProductLite,Node2vec+,0.5
84.5709332562843,82.0192717361488,ProductLite,Node2vec+,0.5
84.10863912164115,81.74758811478998,ProductLite,Node2vec+,0.5
85.35105460849466,81.6010949054214,ProductLite,Node2vec+,0.5
84.42646633920832,82.05837550119938,ProductLite,Node2vec+,0.5
84.31089280554754,81.94106420604767,ProductLite,Node2vec+,0.5
84.7442935567755,81.73066260454421,ProductLite,Node2vec+,0.5
83.87749205431956,82.0359054272524,ProductLite,Node2vec+,0.5
85.09101415775787,81.98308616251991,ProductLite,Node2vec+,0.5
84.54203987286911,82.0294854061247,ProductLite,Node2vec+,0.5
84.39757295579312,82.08172103257286,ProductLite,Node2vec+,0.5
84.07974573822594,82.02102265100181,ProductLite,Node2vec+,0.5
83.93527882114996,81.9220959618067,ProductLite,Node2vec+,0.5
85.75556197630743,81.66004237213944,ProductLite,Node2vec+,0.5
84.33978618896273,82.23755245449081,ProductLite,Node2vec+,0.5
84.28199942213233,81.96878702455366,ProductLite,Node2vec+,0.5
84.39757295579312,81.83425840001401,ProductLite,Node2vec+,0.5
80.72811326206299,78.26881212099988,ProductLite,Node2vec+,10.0
81.36376769719735,78.37211609732752,ProductLite,Node2vec+,10.0
81.42155446402774,78.24371567477341,ProductLite,Node2vec+,10.0
81.62380814793411,78.25889027016616,ProductLite,Node2vec+,10.0
80.87258017913898,78.40800985181424,ProductLite,Node2vec+,10.0
80.87258017913898,78.11910890106748,ProductLite,Node2vec+,10.0
81.36376769719735,78.14508080472046,ProductLite,Node2vec+,10.0
79.86131175960705,78.26005754673484,ProductLite,Node2vec+,10.0
80.93036694596937,78.40479984125038,ProductLite,Node2vec+,10.0
81.16151401329095,78.19060459089874,ProductLite,Node2vec+,10.0
80.06356544351344,78.20315281401199,ProductLite,Node2vec+,10.0
81.79716844842531,78.53290844466234,ProductLite,Node2vec+,10.0
81.13262062987576,78.4935128604696,ProductLite,Node2vec+,10.0
80.98815371279977,78.35635786365043,ProductLite,Node2vec+,10.0
80.03467206009823,78.49088648819009,ProductLite,Node2vec+,10.0
81.13262062987576,78.17834818692766,ProductLite,Node2vec+,10.0
81.59491476451892,78.11122978422893,ProductLite,Node2vec+,10.0
79.94799190985265,78.30879134347697,ProductLite,Node2vec+,10.0
80.72811326206299,78.24371567477341,ProductLite,Node2vec+,10.0
79.94799190985265,78.31637864117334,ProductLite,Node2vec+,10.0
80.46807281132621,78.28923946095168,ProductLite,Node2vec+,10.0
81.9127419820861,78.44565452115397,ProductLite,Node2vec+,10.0
81.68159491476452,78.55917216745749,ProductLite,Node2vec+,10.0
