Training score,Testing score,Task,Network,Method,q
1.0,0.9560063546376635,level,K3L2c45,Node2vec+,5.0
0.9464285714285715,0.9205699839117444,level,K3L2c45,Node2vec+,5.0
0.8527472527472527,0.8276772534408358,cluster,K3L2c45,Node2vec,0.01
0.9472527472527473,0.80943363612421,cluster,K3L2c45,Node2vec,0.01
0.9472527472527473,0.7991858058956129,cluster,K3L2c45,Node2vec,0.01
0.8791208791208793,0.8106820072924277,cluster,K3L2c45,Node2vec,0.01
0.9131868131868133,0.796662892261589,cluster,K3L2c45,Node2vec,0.01
0.9736263736263737,0.8235246082545531,cluster,K3L2c45,Node2vec,0.01
0.9736263736263737,0.8308964337982228,cluster,K3L2c45,Node2vec,0.01
0.9736263736263737,0.8061826109124252,cluster,K3L2c45,Node2vec,0.01
0.9736263736263737,0.7972758105445112,cluster,K3L2c45,Node2vec,0.01
0.9131868131868134,0.822395561203414,cluster,K3L2c45,Node2vec,0.01
0.6903225806451614,0.6313134564120798,level,K3L2c45,Node2vec,0.01
0.6903225806451614,0.6535479424331769,level,K3L2c45,Node2vec,0.01
0.7999999999999999,0.6536821416131761,level,K3L2c45,Node2vec,0.01
0.6903225806451614,0.6764652014652014,level,K3L2c45,Node2vec,0.01
0.7496274217585692,0.6402516340169792,level,K3L2c45,Node2vec,0.01
0.7496274217585692,0.6503064646987421,level,K3L2c45,Node2vec,0.01
0.7496274217585692,0.6296427047470629,level,K3L2c45,Node2vec,0.01
0.6903225806451614,0.632031220683703,level,K3L2c45,Node2vec,0.01
0.7999999999999999,0.654223593725373,level,K3L2c45,Node2vec,0.01
0.7496274217585692,0.6687641963717859,level,K3L2c45,Node2vec,0.01
0.9472527472527473,0.8063237349564975,cluster,K3L2c45,Node2vec,0.05
0.9736263736263737,0.8403140687904413,cluster,K3L2c45,Node2vec,0.05
0.9472527472527473,0.8361713662515202,cluster,K3L2c45,Node2vec,0.05
0.915934065934066,0.8678365796808626,cluster,K3L2c45,Node2vec,0.05
0.9472527472527473,0.8319677673874405,cluster,K3L2c45,Node2vec,0.05
0.9395604395604397,0.8228823037767795,cluster,K3L2c45,Node2vec,0.05
0.9131868131868133,0.8487498844352317,cluster,K3L2c45,Node2vec,0.05
0.9472527472527473,0.8311179280360246,cluster,K3L2c45,Node2vec,0.05
0.9736263736263737,0.833025207362292,cluster,K3L2c45,Node2vec,0.05
0.9131868131868134,0.8579301354999789,cluster,K3L2c45,Node2vec,0.05
0.6903225806451614,0.6378074794751301,level,K3L2c45,Node2vec,0.05
0.6903225806451614,0.6524501097064048,level,K3L2c45,Node2vec,0.05
0.6903225806451614,0.6443768996960486,level,K3L2c45,Node2vec,0.05
0.6903225806451614,0.6212952349433737,level,K3L2c45,Node2vec,0.05
0.6903225806451614,0.6553617810760667,level,K3L2c45,Node2vec,0.05
0.6903225806451614,0.6396454342626279,level,K3L2c45,Node2vec,0.05
0.6903225806451614,0.6388264784357147,level,K3L2c45,Node2vec,0.05
0.7496274217585692,0.6469015040503422,level,K3L2c45,Node2vec,0.05
0.6190476190476191,0.6221284722903544,level,K3L2c45,Node2vec,0.05
0.6903225806451614,0.6443768996960486,level,K3L2c45,Node2vec,0.05
0.920879120879121,0.8534381090256373,cluster,K3L2c45,Node2vec,0.1
0.9736263736263737,0.9044586809062453,cluster,K3L2c45,Node2vec,0.1
0.9736263736263737,0.8998387874391442,cluster,K3L2c45,Node2vec,0.1
0.9736263736263737,0.8833881538356623,cluster,K3L2c45,Node2vec,0.1
0.9736263736263737,0.9170246568774669,cluster,K3L2c45,Node2vec,0.1
0.9395604395604397,0.9235764946942719,cluster,K3L2c45,Node2vec,0.1
0.9395604395604397,0.9038218279920578,cluster,K3L2c45,Node2vec,0.1
0.9395604395604397,0.8746079265523703,cluster,K3L2c45,Node2vec,0.1
0.9736263736263737,0.8963463386253264,cluster,K3L2c45,Node2vec,0.1
0.9736263736263737,0.8938590218764736,cluster,K3L2c45,Node2vec,0.1
0.6903225806451614,0.6335347181991228,level,K3L2c45,Node2vec,0.1
0.6780923994038748,0.6548227356126818,level,K3L2c45,Node2vec,0.1
0.6903225806451614,0.6462998401957109,level,K3L2c45,Node2vec,0.1
0.6903225806451614,0.6536144291604505,level,K3L2c45,Node2vec,0.1
0.6903225806451614,0.660349251013821,level,K3L2c45,Node2vec,0.1
0.6903225806451614,0.6361232540782599,level,K3L2c45,Node2vec,0.1
0.6190476190476191,0.6524501097064048,level,K3L2c45,Node2vec,0.1
0.6903225806451614,0.660349251013821,level,K3L2c45,Node2vec,0.1
0.6903225806451614,0.6747799212802256,level,K3L2c45,Node2vec,0.1
0.6903225806451614,0.6359197907585005,level,K3L2c45,Node2vec,0.1
1.0,0.9740302227299131,cluster,K3L2c45,Node2vec,0.5
1.0,0.9797585876942149,cluster,K3L2c45,Node2vec,0.5
1.0,0.9798676436685487,cluster,K3L2c45,Node2vec,0.5
1.0,0.9799175937184986,cluster,K3L2c45,Node2vec,0.5
0.9736263736263737,0.9855489892431303,cluster,K3L2c45,Node2vec,0.5
1.0,0.9770499564736288,cluster,K3L2c45,Node2vec,0.5
1.0,0.976937354143832,cluster,K3L2c45,Node2vec,0.5
1.0,0.9740223957990092,cluster,K3L2c45,Node2vec,0.5
1.0,0.9739479586947314,cluster,K3L2c45,Node2vec,0.5
1.0,0.96478726328436,cluster,K3L2c45,Node2vec,0.5
0.7496274217585692,0.7410751531959782,level,K3L2c45,Node2vec,0.5
0.8435462842242503,0.8365927857453282,level,K3L2c45,Node2vec,0.5
0.7496274217585692,0.7972975811250743,level,K3L2c45,Node2vec,0.5
0.7496274217585692,0.7615074121671764,level,K3L2c45,Node2vec,0.5
0.7999999999999999,0.7874015748031497,level,K3L2c45,Node2vec,0.5
0.8435462842242503,0.7686427097838058,level,K3L2c45,Node2vec,0.5
0.7999999999999999,0.8177818211893143,level,K3L2c45,Node2vec,0.5
0.8435462842242503,0.7631607029572773,level,K3L2c45,Node2vec,0.5
0.6903225806451614,0.7729758617618242,level,K3L2c45,Node2vec,0.5
0.7496274217585692,0.7613259668508287,level,K3L2c45,Node2vec,0.5
1.0,0.9971500197915292,cluster,K3L2c45,Node2vec,100.0
1.0,0.9971500197915292,cluster,K3L2c45,Node2vec,100.0
1.0,0.9971500197915293,cluster,K3L2c45,Node2vec,100.0
1.0,0.9971500197915292,cluster,K3L2c45,Node2vec,100.0
1.0,0.9943499896330087,cluster,K3L2c45,Node2vec,100.0
1.0,0.9943000395830585,cluster,K3L2c45,Node2vec,100.0
1.0,0.9943000395830585,cluster,K3L2c45,Node2vec,100.0
1.0,0.9971500197915292,cluster,K3L2c45,Node2vec,100.0
1.0,0.9971500197915293,cluster,K3L2c45,Node2vec,100.0
1.0,0.9942941673710904,cluster,K3L2c45,Node2vec,100.0
0.9157894736842106,0.8387904468412942,level,K3L2c45,Node2vec,100.0
0.8817733990147784,0.8798963644752565,level,K3L2c45,Node2vec,100.0
0.9464285714285715,0.8812335644274444,level,K3L2c45,Node2vec,100.0
0.9464285714285715,0.8319537796370221,level,K3L2c45,Node2vec,100.0
0.9464285714285715,0.8952287434784152,level,K3L2c45,Node2vec,100.0
0.8817733990147784,0.834669678147939,level,K3L2c45,Node2vec,100.0
0.9464285714285715,0.8596491228070176,level,K3L2c45,Node2vec,100.0
0.9157894736842106,0.8680867695915575,level,K3L2c45,Node2vec,100.0
0.9464285714285715,0.8326251062340649,level,K3L2c45,Node2vec,100.0
0.9157894736842106,0.7720498880716341,level,K3L2c45,Node2vec,100.0
1.0,0.9885765499177499,cluster,K3L2c45,Node2vec,10.0
1.0,0.9971500197915292,cluster,K3L2c45,Node2vec,10.0
1.0,0.9971500197915292,cluster,K3L2c45,Node2vec,10.0
1.0,0.9914500593745879,cluster,K3L2c45,Node2vec,10.0
1.0,0.9914500593745879,cluster,K3L2c45,Node2vec,10.0
1.0,0.9971500197915293,cluster,K3L2c45,Node2vec,10.0
1.0,0.9943000395830585,cluster,K3L2c45,Node2vec,10.0
0.9736263736263737,0.9971500197915293,cluster,K3L2c45,Node2vec,10.0
1.0,1.0,cluster,K3L2c45,Node2vec,10.0
1.0,0.9971500197915293,cluster,K3L2c45,Node2vec,10.0
0.9464285714285715,0.8639176785956937,level,K3L2c45,Node2vec,10.0
0.9464285714285715,0.8742907027498908,level,K3L2c45,Node2vec,10.0
0.9464285714285715,0.9501405352560187,level,K3L2c45,Node2vec,10.0
0.9157894736842106,0.8537306082245752,level,K3L2c45,Node2vec,10.0
0.974331550802139,0.959135135135135,level,K3L2c45,Node2vec,10.0
0.8817733990147784,0.845511010728402,level,K3L2c45,Node2vec,10.0
0.9464285714285715,0.9453142697243061,level,K3L2c45,Node2vec,10.0
1.0,0.9549718574108818,level,K3L2c45,Node2vec,10.0
0.8817733990147784,0.8543528632903014,level,K3L2c45,Node2vec,10.0
0.9464285714285715,0.9244617902555708,level,K3L2c45,Node2vec,10.0
1.0,0.9971500197915292,cluster,K3L2c45,Node2vec,1.0
1.0,0.988479278767847,cluster,K3L2c45,Node2vec,1.0
1.0,0.9971500197915292,cluster,K3L2c45,Node2vec,1.0
1.0,0.9914441871626196,cluster,K3L2c45,Node2vec,1.0
1.0,0.98568840448376,cluster,K3L2c45,Node2vec,1.0
1.0,0.9943000395830585,cluster,K3L2c45,Node2vec,1.0
1.0,0.9943000395830585,cluster,K3L2c45,Node2vec,1.0
1.0,1.0,cluster,K3L2c45,Node2vec,1.0
1.0,0.9943000395830585,cluster,K3L2c45,Node2vec,1.0
1.0,0.9915000094245379,cluster,K3L2c45,Node2vec,1.0
0.8435462842242503,0.8896634615384617,level,K3L2c45,Node2vec,1.0
0.8435462842242503,0.8106130995223451,level,K3L2c45,Node2vec,1.0
0.7999999999999999,0.8653618400548527,level,K3L2c45,Node2vec,1.0
0.7999999999999999,0.7431700868689411,level,K3L2c45,Node2vec,1.0
0.8435462842242503,0.836649255230152,level,K3L2c45,Node2vec,1.0
0.7999999999999999,0.8102061507265969,level,K3L2c45,Node2vec,1.0
0.6903225806451614,0.8023334409670945,level,K3L2c45,Node2vec,1.0
0.7999999999999999,0.8399873156809895,level,K3L2c45,Node2vec,1.0
0.7999999999999999,0.8572510382539796,level,K3L2c45,Node2vec,1.0
0.8435462842242503,0.869239741905001,level,K3L2c45,Node2vec,1.0
1.0,0.9914510367340557,cluster,K3L2c45,Node2vec,50.0
1.0,0.9943000395830585,cluster,K3L2c45,Node2vec,50.0
1.0,0.9971500197915293,cluster,K3L2c45,Node2vec,50.0
1.0,0.9885942069541489,cluster,K3L2c45,Node2vec,50.0
1.0,0.9885942069541489,cluster,K3L2c45,Node2vec,50.0
1.0,0.9943000395830585,cluster,K3L2c45,Node2vec,50.0
1.0,0.9914510367340557,cluster,K3L2c45,Node2vec,50.0
1.0,0.9943000395830585,cluster,K3L2c45,Node2vec,50.0
1.0,0.9943000395830585,cluster,K3L2c45,Node2vec,50.0
1.0,0.9886914781040517,cluster,K3L2c45,Node2vec,50.0
0.974331550802139,0.8585811169719954,level,K3L2c45,Node2vec,50.0
0.9464285714285715,0.845511010728402,level,K3L2c45,Node2vec,50.0
0.9464285714285715,0.9166940448812261,level,K3L2c45,Node2vec,50.0
0.9464285714285715,0.8877922077922079,level,K3L2c45,Node2vec,50.0
0.9157894736842106,0.8760698063590725,level,K3L2c45,Node2vec,50.0
0.974331550802139,0.8900043649061545,level,K3L2c45,Node2vec,50.0
0.8817733990147784,0.8223684210526315,level,K3L2c45,Node2vec,50.0
0.7999999999999999,0.7894590266657383,level,K3L2c45,Node2vec,50.0
0.974331550802139,0.8897598639010665,level,K3L2c45,Node2vec,50.0
0.8817733990147784,0.8680867695915575,level,K3L2c45,Node2vec,50.0
1.0,1.0,cluster,K3L2c45,Node2vec,5.0
1.0,1.0,cluster,K3L2c45,Node2vec,5.0
1.0,0.9971500197915293,cluster,K3L2c45,Node2vec,5.0
1.0,0.988650029216067,cluster,K3L2c45,Node2vec,5.0
1.0,0.988650029216067,cluster,K3L2c45,Node2vec,5.0
1.0,1.0,cluster,K3L2c45,Node2vec,5.0
1.0,0.9971500197915292,cluster,K3L2c45,Node2vec,5.0
1.0,0.9914441871626196,cluster,K3L2c45,Node2vec,5.0
1.0,0.9943000395830585,cluster,K3L2c45,Node2vec,5.0
1.0,0.9971500197915293,cluster,K3L2c45,Node2vec,5.0
0.974331550802139,0.9564229129399738,level,K3L2c45,Node2vec,5.0
0.9157894736842106,0.8742907027498908,level,K3L2c45,Node2vec,5.0
0.8817733990147784,0.8649453823237337,level,K3L2c45,Node2vec,5.0
0.9157894736842106,0.8353909465020576,level,K3L2c45,Node2vec,5.0
0.8435462842242503,0.89453125,level,K3L2c45,Node2vec,5.0
0.9464285714285715,0.9226190476190478,level,K3L2c45,Node2vec,5.0
0.9157894736842106,0.8467265054091402,level,K3L2c45,Node2vec,5.0
1.0,0.9155755325385968,level,K3L2c45,Node2vec,5.0
0.9157894736842106,0.8935340771609087,level,K3L2c45,Node2vec,5.0
0.9157894736842106,0.9236759904453646,level,K3L2c45,Node2vec,5.0
1.0,1.0,cluster,K3L2c4,Node2vec+,0.01
1.0,1.0,cluster,K3L2c4,Node2vec+,0.01
1.0,1.0,cluster,K3L2c4,Node2vec+,0.01
1.0,1.0,cluster,K3L2c4,Node2vec+,0.01
1.0,1.0,cluster,K3L2c4,Node2vec+,0.01
1.0,1.0,cluster,K3L2c4,Node2vec+,0.01
1.0,0.9971500197915293,cluster,K3L2c4,Node2vec+,0.01
1.0,0.9942941673710904,cluster,K3L2c4,Node2vec+,0.01
1.0,1.0,cluster,K3L2c4,Node2vec+,0.01
1.0,1.0,cluster,K3L2c4,Node2vec+,0.01
0.8435462842242503,0.8389940368161785,level,K3L2c4,Node2vec+,0.01
0.8435462842242503,0.8296865759905382,level,K3L2c4,Node2vec+,0.01
0.8435462842242503,0.7999004535604657,level,K3L2c4,Node2vec+,0.01
0.8435462842242503,0.7805020523226748,level,K3L2c4,Node2vec+,0.01
0.8817733990147784,0.7841960047230053,level,K3L2c4,Node2vec+,0.01
0.7999999999999999,0.8034901993218097,level,K3L2c4,Node2vec+,0.01
0.8435462842242503,0.8568181818181818,level,K3L2c4,Node2vec+,0.01
0.7496274217585692,0.8098882072635889,level,K3L2c4,Node2vec+,0.01
0.7999999999999999,0.8286133911333784,level,K3L2c4,Node2vec+,0.01
0.8435462842242503,0.8399873156809895,level,K3L2c4,Node2vec+,0.01
1.0,0.9943000395830585,cluster,K3L2c4,Node2vec+,0.05
0.9736263736263737,0.9943000395830585,cluster,K3L2c4,Node2vec+,0.05
1.0,1.0,cluster,K3L2c4,Node2vec+,0.05
1.0,0.9942442173211403,cluster,K3L2c4,Node2vec+,0.05
1.0,1.0,cluster,K3L2c4,Node2vec+,0.05
1.0,1.0,cluster,K3L2c4,Node2vec+,0.05
0.9736263736263737,0.9943000395830585,cluster,K3L2c4,Node2vec+,0.05
1.0,0.9799318411954896,cluster,K3L2c4,Node2vec+,0.05
1.0,1.0,cluster,K3L2c4,Node2vec+,0.05
1.0,1.0,cluster,K3L2c4,Node2vec+,0.05
0.7999999999999999,0.8169822663989663,level,K3L2c4,Node2vec+,0.05
0.6190476190476191,0.7539238569193097,level,K3L2c4,Node2vec+,0.05
0.7999999999999999,0.7496274217585692,level,K3L2c4,Node2vec+,0.05
0.7999999999999999,0.7290592334494773,level,K3L2c4,Node2vec+,0.05
0.8435462842242503,0.7570303712035996,level,K3L2c4,Node2vec+,0.05
0.6903225806451614,0.7480770043675626,level,K3L2c4,Node2vec+,0.05
0.7999999999999999,0.8050302004753326,level,K3L2c4,Node2vec+,0.05
0.7999999999999999,0.7576838746044215,level,K3L2c4,Node2vec+,0.05
0.6903225806451614,0.7677611446530478,level,K3L2c4,Node2vec+,0.05
0.7496274217585692,0.690351599377304,level,K3L2c4,Node2vec+,0.05
1.0,0.9914441871626197,cluster,K3L2c4,Node2vec+,0.1
1.0,0.9943000395830585,cluster,K3L2c4,Node2vec+,0.1
1.0,0.9943000395830585,cluster,K3L2c4,Node2vec+,0.1
1.0,0.9942941673710904,cluster,K3L2c4,Node2vec+,0.1
1.0,1.0,cluster,K3L2c4,Node2vec+,0.1
1.0,0.9971500197915292,cluster,K3L2c4,Node2vec+,0.1
1.0,0.98568840448376,cluster,K3L2c4,Node2vec+,0.1
1.0,0.9943000395830585,cluster,K3L2c4,Node2vec+,0.1
1.0,0.9942941673710904,cluster,K3L2c4,Node2vec+,0.1
1.0,0.9943000395830585,cluster,K3L2c4,Node2vec+,0.1
0.7496274217585692,0.7575843947626257,level,K3L2c4,Node2vec+,0.1
0.7496274217585692,0.8217191595001735,level,K3L2c4,Node2vec+,0.1
0.7496274217585692,0.7913108520850214,level,K3L2c4,Node2vec+,0.1
0.6190476190476191,0.6747799212802256,level,K3L2c4,Node2vec+,0.1
0.7999999999999999,0.7049005049005049,level,K3L2c4,Node2vec+,0.1
0.7999999999999999,0.8072914313822926,level,K3L2c4,Node2vec+,0.1
0.7496274217585692,0.6972639782270349,level,K3L2c4,Node2vec+,0.1
0.6903225806451614,0.7342449966204994,level,K3L2c4,Node2vec+,0.1
0.6903225806451614,0.7067465014272784,level,K3L2c4,Node2vec+,0.1
0.7496274217585692,0.7996417915383844,level,K3L2c4,Node2vec+,0.1
1.0,0.9914441871626196,cluster,K3L2c4,Node2vec+,0.5
1.0,0.9971500197915293,cluster,K3L2c4,Node2vec+,0.5
1.0,0.9913942371126697,cluster,K3L2c4,Node2vec+,0.5
1.0,0.9855734762974582,cluster,K3L2c4,Node2vec+,0.5
0.9736263736263737,0.9913942371126697,cluster,K3L2c4,Node2vec+,0.5
1.0,0.9971500197915293,cluster,K3L2c4,Node2vec+,0.5
1.0,0.9799058088940675,cluster,K3L2c4,Node2vec+,0.5
0.9736263736263737,0.9828707172888402,cluster,K3L2c4,Node2vec+,0.5
0.9736263736263737,0.9797932065642707,cluster,K3L2c4,Node2vec+,0.5
1.0,0.9942442173211405,cluster,K3L2c4,Node2vec+,0.5
0.7496274217585692,0.7717046655594141,level,K3L2c4,Node2vec+,0.5
0.7999999999999999,0.7421259923703475,level,K3L2c4,Node2vec+,0.5
0.8817733990147784,0.7642463235294118,level,K3L2c4,Node2vec+,0.5
0.7999999999999999,0.7870862823243776,level,K3L2c4,Node2vec+,0.5
0.7496274217585692,0.7288684479719222,level,K3L2c4,Node2vec+,0.5
0.7999999999999999,0.7479679910432787,level,K3L2c4,Node2vec+,0.5
0.7496274217585692,0.7785633484162896,level,K3L2c4,Node2vec+,0.5
0.6903225806451614,0.7163034167697725,level,K3L2c4,Node2vec+,0.5
0.7496274217585692,0.7572097236901706,level,K3L2c4,Node2vec+,0.5
0.7496274217585692,0.811492943761818,level,K3L2c4,Node2vec+,0.5
1.0,1.0,cluster,K3L2c4,Node2vec+,100.0
1.0,1.0,cluster,K3L2c4,Node2vec+,100.0
1.0,1.0,cluster,K3L2c4,Node2vec+,100.0
1.0,1.0,cluster,K3L2c4,Node2vec+,100.0
1.0,1.0,cluster,K3L2c4,Node2vec+,100.0
1.0,1.0,cluster,K3L2c4,Node2vec+,100.0
1.0,1.0,cluster,K3L2c4,Node2vec+,100.0
1.0,1.0,cluster,K3L2c4,Node2vec+,100.0
1.0,1.0,cluster,K3L2c4,Node2vec+,100.0
1.0,1.0,cluster,K3L2c4,Node2vec+,100.0
1.0,0.9761668321747766,level,K3L2c4,Node2vec+,100.0
1.0,0.9583975346687211,level,K3L2c4,Node2vec+,100.0
1.0,0.9559537946669545,level,K3L2c4,Node2vec+,100.0
0.974331550802139,0.9132582902342561,level,K3L2c4,Node2vec+,100.0
1.0,0.8812335644274444,level,K3L2c4,Node2vec+,100.0
1.0,0.9259868421052632,level,K3L2c4,Node2vec+,100.0
1.0,0.9918690005646528,level,K3L2c4,Node2vec+,100.0
1.0,0.906695464362851,level,K3L2c4,Node2vec+,100.0
1.0,0.945200845665962,level,K3L2c4,Node2vec+,100.0
1.0,0.994557548881274,level,K3L2c4,Node2vec+,100.0
1.0,1.0,cluster,K3L2c4,Node2vec+,10.0
1.0,1.0,cluster,K3L2c4,Node2vec+,10.0
1.0,1.0,cluster,K3L2c4,Node2vec+,10.0
1.0,1.0,cluster,K3L2c4,Node2vec+,10.0
1.0,1.0,cluster,K3L2c4,Node2vec+,10.0
1.0,1.0,cluster,K3L2c4,Node2vec+,10.0
1.0,1.0,cluster,K3L2c4,Node2vec+,10.0
1.0,1.0,cluster,K3L2c4,Node2vec+,10.0
1.0,1.0,cluster,K3L2c4,Node2vec+,10.0
1.0,1.0,cluster,K3L2c4,Node2vec+,10.0
0.9157894736842106,0.9215056211905379,level,K3L2c4,Node2vec+,10.0
1.0,0.9833323687155149,level,K3L2c4,Node2vec+,10.0
1.0,0.9518997294431224,level,K3L2c4,Node2vec+,10.0
0.974331550802139,0.8926133594631839,level,K3L2c4,Node2vec+,10.0
0.974331550802139,0.9411573935942507,level,K3L2c4,Node2vec+,10.0
0.9157894736842106,0.8777230482964762,level,K3L2c4,Node2vec+,10.0
0.9464285714285715,0.918072378944791,level,K3L2c4,Node2vec+,10.0
0.9464285714285715,0.8583967536253457,level,K3L2c4,Node2vec+,10.0
1.0,0.974331550802139,level,K3L2c4,Node2vec+,10.0
1.0,0.8863973224958164,level,K3L2c4,Node2vec+,10.0
0.9736263736263737,0.9620555384465159,cluster,K3L2c4,Node2vec+,1.0
1.0,0.9740350980289063,cluster,K3L2c4,Node2vec+,1.0
1.0,0.9885883347421808,cluster,K3L2c4,Node2vec+,1.0
1.0,0.98568840448376,cluster,K3L2c4,Node2vec+,1.0
0.9736263736263737,0.9856234263474082,cluster,K3L2c4,Node2vec+,1.0
1.0,0.982785331379496,cluster,K3L2c4,Node2vec+,1.0
1.0,0.9914500593745879,cluster,K3L2c4,Node2vec+,1.0
1.0,0.979654910276275,cluster,K3L2c4,Node2vec+,1.0
1.0,0.9885383846922308,cluster,K3L2c4,Node2vec+,1.0
0.9736263736263737,0.9771472276235316,cluster,K3L2c4,Node2vec+,1.0
0.7999999999999999,0.7894590266657383,level,K3L2c4,Node2vec+,1.0
0.7999999999999999,0.772384127697065,level,K3L2c4,Node2vec+,1.0
0.7999999999999999,0.759775596186676,level,K3L2c4,Node2vec+,1.0
0.6190476190476191,0.7709276018099547,level,K3L2c4,Node2vec+,1.0
0.8435462842242503,0.7653173726048922,level,K3L2c4,Node2vec+,1.0
0.7999999999999999,0.7963443883880572,level,K3L2c4,Node2vec+,1.0
0.7496274217585692,0.7799400534498796,level,K3L2c4,Node2vec+,1.0
0.8435462842242503,0.7112467306015694,level,K3L2c4,Node2vec+,1.0
0.7496274217585692,0.7556204379562045,level,K3L2c4,Node2vec+,1.0
0.7999999999999999,0.8121736865846091,level,K3L2c4,Node2vec+,1.0
1.0,1.0,cluster,K3L2c4,Node2vec+,50.0
1.0,1.0,cluster,K3L2c4,Node2vec+,50.0
1.0,1.0,cluster,K3L2c4,Node2vec+,50.0
1.0,1.0,cluster,K3L2c4,Node2vec+,50.0
1.0,1.0,cluster,K3L2c4,Node2vec+,50.0
1.0,1.0,cluster,K3L2c4,Node2vec+,50.0
1.0,1.0,cluster,K3L2c4,Node2vec+,50.0
1.0,1.0,cluster,K3L2c4,Node2vec+,50.0
1.0,1.0,cluster,K3L2c4,Node2vec+,50.0
1.0,1.0,cluster,K3L2c4,Node2vec+,50.0
1.0,0.9510706623849053,level,K3L2c4,Node2vec+,50.0
0.8435462842242503,0.7800317731883174,level,K3L2c4,Node2vec+,50.0
1.0,0.9839285714285714,level,K3L2c4,Node2vec+,50.0
0.8817733990147784,0.7607175614346464,level,K3L2c4,Node2vec+,50.0
1.0,0.9787349249323162,level,K3L2c4,Node2vec+,50.0
1.0,0.994557548881274,level,K3L2c4,Node2vec+,50.0
1.0,0.919106010268801,level,K3L2c4,Node2vec+,50.0
1.0,0.8996972452881044,level,K3L2c4,Node2vec+,50.0
1.0,0.9538461538461537,level,K3L2c4,Node2vec+,50.0
1.0,0.8988005997001499,level,K3L2c4,Node2vec+,50.0
1.0,1.0,cluster,K3L2c4,Node2vec+,5.0
1.0,1.0,cluster,K3L2c4,Node2vec+,5.0
1.0,1.0,cluster,K3L2c4,Node2vec+,5.0
1.0,0.9971500197915293,cluster,K3L2c4,Node2vec+,5.0
1.0,1.0,cluster,K3L2c4,Node2vec+,5.0
1.0,1.0,cluster,K3L2c4,Node2vec+,5.0
1.0,1.0,cluster,K3L2c4,Node2vec+,5.0
1.0,1.0,cluster,K3L2c4,Node2vec+,5.0
1.0,1.0,cluster,K3L2c4,Node2vec+,5.0
1.0,1.0,cluster,K3L2c4,Node2vec+,5.0
0.974331550802139,0.9215056211905379,level,K3L2c4,Node2vec+,5.0
0.9464285714285715,0.9157894736842106,level,K3L2c4,Node2vec+,5.0
0.8435462842242503,0.8775678575308731,level,K3L2c4,Node2vec+,5.0
0.974331550802139,0.8925159730240487,level,K3L2c4,Node2vec+,5.0
0.9157894736842106,0.9683398403667036,level,K3L2c4,Node2vec+,5.0
0.8435462842242503,0.8887700534759357,level,K3L2c4,Node2vec+,5.0
0.9157894736842106,0.8731168641216908,level,K3L2c4,Node2vec+,5.0
0.9464285714285715,0.9212518232189861,level,K3L2c4,Node2vec+,5.0
0.9464285714285715,0.8765415604931622,level,K3L2c4,Node2vec+,5.0
0.8596491228070176,0.8651140063116691,level,K3L2c4,Node2vec+,5.0
0.8527472527472527,0.8201347604637694,cluster,K3L2c4,Node2vec,0.01
0.8901098901098901,0.8461728593611361,cluster,K3L2c4,Node2vec,0.01
0.913186813186813,0.8294610787643693,cluster,K3L2c4,Node2vec,0.01
0.913186813186813,0.7982638910267288,cluster,K3L2c4,Node2vec,0.01
0.9472527472527473,0.8203000430240969,cluster,K3L2c4,Node2vec,0.01
0.8527472527472528,0.8300599148436998,cluster,K3L2c4,Node2vec,0.01
0.886813186813187,0.8367328512395725,cluster,K3L2c4,Node2vec,0.01
0.8895604395604396,0.8415698305903129,cluster,K3L2c4,Node2vec,0.01
0.9131868131868133,0.8057682583353908,cluster,K3L2c4,Node2vec,0.01
0.8868131868131868,0.8402010746568128,cluster,K3L2c4,Node2vec,0.01
0.8435462842242503,0.7112467306015694,level,K3L2c4,Node2vec,0.01
0.7717948717948717,0.6183121045278988,level,K3L2c4,Node2vec,0.01
0.8098466505246167,0.7441052864410529,level,K3L2c4,Node2vec,0.01
0.6782013685239492,0.661268624087714,level,K3L2c4,Node2vec,0.01
0.6190476190476191,0.6902624824744455,level,K3L2c4,Node2vec,0.01
0.5479166666666666,0.605222838087513,level,K3L2c4,Node2vec,0.01
0.6782013685239492,0.6636762167237045,level,K3L2c4,Node2vec,0.01
0.6782013685239492,0.6167487471052288,level,K3L2c4,Node2vec,0.01
0.8098466505246167,0.6859772659050057,level,K3L2c4,Node2vec,0.01
0.7717948717948717,0.666623612860172,level,K3L2c4,Node2vec,0.01
0.8637362637362637,0.8357838467209846,cluster,K3L2c4,Node2vec,0.05
0.9472527472527473,0.8518882649713506,cluster,K3L2c4,Node2vec,0.05
0.8868131868131868,0.8437488856985902,cluster,K3L2c4,Node2vec,0.05
0.886813186813187,0.826358517231271,cluster,K3L2c4,Node2vec,0.05
0.886813186813187,0.8321115443029014,cluster,K3L2c4,Node2vec,0.05
0.9736263736263737,0.8784602427951689,cluster,K3L2c4,Node2vec,0.05
0.8324175824175826,0.8467089806836825,cluster,K3L2c4,Node2vec,0.05
0.8060439560439561,0.8358151908205176,cluster,K3L2c4,Node2vec,0.05
0.8527472527472527,0.8280336953209118,cluster,K3L2c4,Node2vec,0.05
0.886813186813187,0.8879615928890096,cluster,K3L2c4,Node2vec,0.05
0.6903225806451614,0.6187687583779946,level,K3L2c4,Node2vec,0.05
