Training score,Validation score,Testing score,Task,Dataset,Network,Method,p,q,gamma
1.2453998606598418,0.4122342590486747,0.22051494461379476,muscle_GO:0003012,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,10.0,1.0
1.4914148290236167,0.6354912916436722,0.2609771414720555,muscle_GO:0006936,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,10.0,1.0
1.2573426808879793,1.374180421850565,0.6907651470144767,muscle_GO:0006937,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,10.0,1.0
0.7415277859121033,0.21724241883982043,1.1841319933105663,muscle_GO:0016202,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,10.0,1.0
0.7415277859121033,0.21724241883982043,1.1841319933105663,muscle_GO:0048634,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,10.0,1.0
1.1748744207022226,0.47595093713239045,0.4595107006303624,muscle_GO:0051147,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,10.0,1.0
1.0333376306077733,0.648199408239011,0.24938314143655704,muscle_GO:0090257,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,10.0,1.0
0.42280685798053413,0.07562429137203272,0.02372693757841211,blood_GO:0001525,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.6108979601806921,0.811101976285226,0.608697452708179,blood_GO:0001568,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
1.3805792424689847,0.17554690949135696,0.45814346742800144,blood_GO:0007596,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.6547398378664514,0.5471939519883551,1.0572130645540962,blood_GO:0030098,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.5473027450706869,1.2365796237600333,1.0686422322943003,blood_GO:0030099,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.7167074833029208,-0.09489442332713045,2.8491562195102222,blood_GO:0030168,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.3545493038511132,0.2892376814028992,0.9567413887301458,blood_GO:0045637,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.5543965841380838,0.0029211481961656824,0.6792433966465897,blood_GO:0045638,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.2320613905428083,0.29242778631257155,2.1684027475786096,blood_GO:0045639,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.6401112541551268,0.7372110656575029,1.9969327301731035,blood_GO:0045765,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.6914735301254504,0.5707272712907798,0.49949413802441733,blood_GO:0045766,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.549644967982698,0.8781727509245146,1.1570788858886314,blood_GO:0070486,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.5506274261900084,0.5107556418363794,0.15629314326675087,blood_vessel_GO:0001525,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.38767723105132956,0.13313957307770227,1.8012507383157388,blood_vessel_GO:0045765,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.779492473706463,0.632271276106295,0.48711431965691004,brain_GO:0007420,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.8075891351960138,0.7825755022722378,0.5856212651791124,heart_GO:0007507,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.9235366753760093,1.3428544041913315,0.807043703729883,heart_GO:0008016,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
1.4951983419481114,0.4795425934024798,0.5020858649383086,kidney_GO:0001822,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
1.0720424082021651,0.2519928135651536,0.17319441068024422,muscle_GO:0003012,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
1.3831324901307733,0.424290500235634,0.254611131730759,muscle_GO:0006936,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.9416166010092202,1.3535875376483633,1.2047708900657477,muscle_GO:0006937,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.5450063580052807,0.5576264004610447,0.6080373344327906,muscle_GO:0016202,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.5450063580052807,0.5576264004610447,0.6080373344327906,muscle_GO:0048634,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
1.0898261041760302,0.9552119162585591,0.32112772742715157,muscle_GO:0051147,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.6343113541494428,0.30332747319972436,0.05562638538519798,muscle_GO:0090257,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.01,1.0,1.0
0.7213946765144537,0.4485604227767531,0.24324674542835556,blood_GO:0001525,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.7211182090309503,0.48755494137954264,0.5756182540344362,blood_GO:0001568,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
1.5846234230988354,0.09566701949266605,0.3214186747186796,blood_GO:0007596,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.8636106768718306,0.5100458243541061,1.242962372915678,blood_GO:0030098,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.5114626715850272,0.599658704459049,0.7991307446432698,blood_GO:0030099,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.5301465373188512,0.37105634253541764,1.5552834514593525,blood_GO:0030168,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.5603359641222765,0.40937868581033315,1.2267179656569307,blood_GO:0045637,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
1.0073223643218674,0.26157919946801345,0.7486645504708087,blood_GO:0045638,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.7405938319784541,1.1419694963713034,3.3507553243453385,blood_GO:0045639,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.5792901202055185,1.4149411173185236,1.3245435171912123,blood_GO:0045765,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.710943968532584,1.3655957687212559,2.1305912356075973,blood_GO:0045766,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.6145590764063236,0.7802927560096895,1.654735866870273,blood_GO:0070486,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.8167570817370978,0.6047009166281272,0.24557316732106307,blood_vessel_GO:0001525,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.505832085252167,-0.004518148344117916,1.403974726935509,blood_vessel_GO:0045765,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.8789205247420511,0.6570601459270942,0.6407080858406693,brain_GO:0007420,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.8607728713040335,0.5902063825097517,0.4423562939771134,heart_GO:0007507,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
1.2563372439857512,0.8411400516125436,1.231081645263559,heart_GO:0008016,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
2.0572088430729254,0.3882131664327495,0.31939002785188364,kidney_GO:0001822,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.6324672846193418,0.7933349048764439,0.2016693330136881,muscle_GO:0003012,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.886594061668213,1.2345075545321664,0.4320460076430993,muscle_GO:0006936,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
1.1239227628277582,1.5010657973403225,2.2261452978511964,muscle_GO:0006937,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.7346839172794031,0.2964304421167402,0.37936776973856867,muscle_GO:0016202,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.7346839172794031,0.2964304421167402,0.37936776973856867,muscle_GO:0048634,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
1.2001805345628629,0.63193474375729,-0.1892544257762027,muscle_GO:0051147,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.7361405624281161,0.9031452118093626,0.5893875115802385,muscle_GO:0090257,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.01,1.0
0.5340670370826441,0.4313754598131223,0.06519199272477215,blood_GO:0001525,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.3890163539657514,1.0311071358067136,0.717209387548299,blood_GO:0001568,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
1.4338654978652225,0.12996916319509685,0.11294645431571688,blood_GO:0007596,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.8992835241173296,0.5330755644074773,1.1053997849616501,blood_GO:0030098,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.4461874978366823,1.8544515586436754,0.969293098118583,blood_GO:0030099,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.6125137419505133,-0.2216755263033351,2.004614569746833,blood_GO:0030168,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
0.4454488951661676,0.458032225991372,1.086161850004392,blood_GO:0045637,GOBP-tissue,GTExCoExp-blood,Node2vec+,0.1,0.1,1.0
